Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,Tiny_URL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
hutoknepper.de,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
apple-id.siginin.no-idi9983.oasisministries.org.au,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1
luckypetshouse.com,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1
tinyurl.com,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1
pedidosdehoje.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
split.to,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
enquiry-id-918412.net,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1
playcase.su,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
seekthemes.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
danielescivoli.it,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1
hamt.jp,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0,1
irs.org,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
benafidufer-001-site1.itempurl.com,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
estamosaquipravoce.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
gawvs.in,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
homen-atendimento.joomla.com,0,0,1,2,0,0,0,1,0,1,0,1,0,0,1,0,1
enigreen.net,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
atendimento-pg-series.joomla.com,0,0,1,3,0,0,0,1,0,1,0,1,0,0,1,0,1
infopublishersassociation.com,0,0,1,8,0,0,0,0,0,1,0,1,1,0,1,0,1
320381dbf7cd2f31c04baa6b36e1c682.webredirect.org,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1
kuurid.ee,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
diendicure.mk,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
venha-conferir-super-liquidacao.shop,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1
snip.ly,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,0,1,0,0,1,0,1,0,1
stolizaparketa.ru,0,1,1,7,0,0,0,0,0,1,0,1,0,0,1,0,1
experiencebrettjackson.dreamhosters.com,0,0,1,11,0,0,0,0,1,1,1,1,0,0,1,0,1
fotoblad.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
starmak.com.tr,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1
ktpn.kalisz.pl,0,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1
mail.schoonheidssalonlafinesse.nl,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1
lorisch.com,0,0,0,3,0,0,0,0,0,1,1,0,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
vizagsource.com,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,1
lyrapuspa.quantumresign.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
sharkgiveaway.ga,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
khaskhaskhabrein.com,0,1,1,4,0,0,0,0,0,0,0,1,0,0,1,0,1
cazanele-dunarii.ro,0,0,1,5,0,0,0,1,0,1,0,1,0,0,1,0,1
peacefulplushes.com,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1
kupelis.com,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0,1
atxr.000webhostapp.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1
wefd1.hyperphp.com,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
gueriniarmi.it,0,0,1,8,0,0,0,0,0,1,0,0,0,0,1,0,1
semanadasmaeconfira.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
chikh-ali.com,0,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,1
dzd.rksmb.org,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,1
jeremyfullserviceinc.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1
c1511482.ferozo.com,0,0,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1
jenniferzima323.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1
adventures9.com,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
psicoinspire.com.br,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
netpaymentservices.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1
lordkrishnaschool.co.in,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1
artsandculturemag.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,1
fotoblad.com,0,0,0,4,0,0,0,0,0,1,1,1,0,0,1,0,1
hotelmontiazzurri.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
sparkpassedecom.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1
facebook.com.saketmehta.com,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1
appleid.apple.com.secured-login-recuperation-id.world,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1
storm-friendly-property.glitch.me,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
t.co,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1
comprasautorizada.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
51.255.64.58,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
maxvirtude.com.br,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
metallbaulang.de,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
reception-vocale-smsmobile.webador.com,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
advonationusa.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,1
elsiriri.com.ar,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1
advonationusa.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,1
westsuburbanchamber.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1
paypal-rimborso.com,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
toaletaeco.ro,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
apple.com.id-apple.co,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
santaremplay.com.br,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
schachkraft.de,0,0,0,3,0,0,0,0,0,1,1,1,1,0,1,0,1
ip-132-148-145-99.ip.secureserver.net,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1
decifra.com.br,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
storage.cloud.google.com,0,1,1,2,0,0,1,0,0,1,1,1,0,0,1,0,1
crowleprimary-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1
gbgabal.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1
rbcsecu1ces32.com,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
servicefactory.net,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,1
stolizaparketa.ru,0,1,1,7,0,0,0,0,0,1,0,1,0,0,1,0,1
sites.google.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
nectarworks.co,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1
secure-info.co.uk,0,0,1,11,0,0,0,1,0,1,0,0,0,0,1,0,1
fftcbd.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
leocaciobarroso.com.br,0,0,1,8,0,0,0,0,0,0,1,1,0,0,1,0,1
cap114.fr,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
ot-ot.snprobbx.pbz.r.de.a2ip.ru,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1
advonationusa.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1
conferma.n26.corporateportal.usareprivatedati.com,0,0,1,5,0,0,0,0,0,1,0,1,1,1,1,1,1
ctcjp.tk,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
healmedicaltrauma.com,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
paypal-unusual-activites-detected-verification-pending.pypaal.com,0,0,1,2,0,0,0,1,0,1,0,1,0,0,1,0,1
cn.479mbx.com,0,0,0,2,0,0,1,0,0,1,1,1,0,0,1,0,1
docusignsecure1com1login1dropbox9com64bae2a51a5b3dropbox7com.mybabydeck.com,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
windowinstallationtoronto.ca,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1
accounts.google.com,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1
pips.fis.um.ac.id,0,0,1,10,0,0,0,0,0,1,0,1,0,0,1,0,1
zoohanpro.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1
evnt.com.br,0,0,1,10,0,0,1,0,0,1,1,1,0,0,1,0,1
subscribes.free.fr,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
sum.vn,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
elomo.ro,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1
giftedewha.or.kr,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,1
myeebillings.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
ottawaheroes.ca,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1,0,1
bruninglandscapeltd.com,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1
netpaymentservices.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
entraegypt.com,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1
getdocumentcheck.com,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1
lankeshpatrike.com,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1
imxprs.com,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,1
66.70.130.241,1,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1
any-connect.com,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1
goldcoastships.com,0,0,0,4,0,0,0,0,0,1,0,1,0,0,1,0,1
docs.google.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
grandmarketltd.co.uk,0,0,1,7,0,0,0,0,0,1,0,1,0,0,1,0,1
cartoworld.co.ke,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
tapcollective.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1
marmaladedigital.in,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,1
u707453pis.ha004.t.justns.ru,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1
sparkpassedecom.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
topsqueegee.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
forms.gle,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
mycarauctionad.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
puntaarenas.cl,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,1,1
thejobnewsupdate.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,1
aaaaa.the4orce.net,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
welovebellsouthandswbell.weebly.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
deal8282.com,0,0,1,8,0,0,0,0,1,1,1,1,0,0,1,0,1
bethesdaalur.org,0,0,0,3,0,0,0,0,0,1,0,0,1,1,1,1,1
oneminuteadvantage.com,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,1
helda.by,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
jcosma.com,0,0,1,7,0,0,0,0,0,1,0,0,1,0,1,0,1
billingsmontanarealestate.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
lojascarrefouronline.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
secure.runescape.com-zx.ru,0,0,1,2,0,0,0,1,0,0,0,1,0,0,1,0,1
paypal-loginupdate.viewdns.net,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
bcpzonasegurabeta.vipbcp.xyz,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
hotgrupdewasa-wa.000webhostapp.com,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1
sovve.nl,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
familypromisedc.org,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,1
eceadae-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1
infopublishersassociation.com,0,0,1,8,0,0,0,0,0,1,0,1,1,0,1,0,1
payfreee1984.000webhostapp.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
bit.ly,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1
millenniaco-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1
r7vfe.csb.app,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
playarprint.com,0,0,1,2,0,0,1,0,0,1,1,1,0,0,1,0,1
rhodvillecu.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
trivselsdoktoren.dk,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1
e5b71e19ba2774045.tempsite.link,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,1
showmore.a3579.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1
accurate-engineers.in,0,0,0,2,0,0,0,1,0,1,0,1,0,0,1,0,1
luv2redesign.com,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,1,1
imsva91-ctp.trendmicro.com,0,0,1,4,0,0,0,1,0,1,0,1,0,0,1,0,1
bnkrealestate.com,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0,1
fareast.qa,0,0,1,3,0,0,0,0,1,1,1,1,1,0,1,0,1
secure.runescape.com-en.ru,0,0,1,2,0,0,0,1,0,0,0,1,0,0,1,0,1
dusperdesi.net,0,0,1,8,0,0,0,0,1,0,1,1,0,0,1,0,1
videosfacebook.today,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
mail.kojak-group.com,0,0,1,4,0,0,0,1,0,1,1,1,0,0,1,0,1
securecuserver.co.uk,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
jacintomontu.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
bestconferenceline.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
livestudentccc-my.sharepoint.com,0,0,1,5,0,0,1,1,0,0,1,1,0,0,1,0,1
sweettravel.it,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
hixinsite.com,0,0,1,9,0,0,0,0,0,1,1,0,0,0,1,0,1
coaltur.com,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1
zohrajabeen.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
lmsanimation.com,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1
atendimento-sac-pg.joomla.com,0,0,0,2,0,0,0,1,0,1,0,1,0,0,1,0,1
meduchet.com,0,0,1,7,0,0,1,0,0,0,0,0,1,0,1,0,1
pmasc.co.uk,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,1
stevencrews.com,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1
prosxsiuser.myfreesites.net,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
turboflightpros.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
viccats.camcam.dns-cloud.net,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,1
yourfreephoneapp.com,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
icloud.com.server-findmy.com,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1
promo-twitter.info,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
issa365-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1
ladycavendishdiary.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1
vikatmillers.com,0,0,1,3,0,0,0,0,0,1,0,0,1,0,1,0,1
lnstagram.pp.ru,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
secure.runescape.com-ars.xyz,0,0,1,2,0,0,0,1,0,1,0,1,1,1,1,1,1
obslive.oss-eu-west-1.aliyuncs.com,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1
jalfre.com,0,0,0,3,0,0,0,0,0,1,1,0,0,0,1,0,1
cruzsantiagoverta.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1
unitus.mk.ua,0,0,1,11,0,0,0,0,0,1,1,1,0,0,1,0,1
esapcepro-org.com,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1
novinroyapolymer.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
hgn2t.app.link,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
storage.googleapis.com,0,1,1,3,0,0,1,0,1,1,1,1,0,0,1,0,1
rebrand.ly,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
saleschampion.co.uk,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,1
economyfurnace-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1
boanetbank.com,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,1,1
inversionesgini.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
validation.information.dns-cloud.net,0,0,1,2,0,0,0,1,0,0,0,0,1,1,1,1,1
mail01.tinyletterapp.com,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1,0,1
cobrodesa.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1
banti-rose.com,0,0,1,5,0,0,0,1,0,1,1,1,1,1,1,1,1
berrycollege2-my.sharepoint.com,0,0,1,5,0,0,1,1,0,0,1,1,0,0,1,0,1
update.troyvanspanje.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
night-kingdom.mysteria.cz,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
lz5.1ee.myftpupload.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
siesoluciones.com,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0,1
siemprelistoradio.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1
pegionshamza.com,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1
docusignemail1com1login1dropbox9com64bae2a51a5b3dropbox7com.mybabydeck.com,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
hasmob.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1
susai.ro,0,0,1,7,0,0,0,0,0,1,0,0,1,0,1,0,1
mevida.se,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
weberspro.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
diablodev.com,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
gtavista.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
w-eight.org,0,0,0,4,0,0,0,1,0,1,0,1,0,0,1,0,1
5gigbucks.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
623112j4j3.codesandbox.io,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
msonearquitetura.com.br,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
trafftraff.com,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1
betasus312.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
tyy756dfxas.appspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1
courgeon-immobilier.fr,0,0,1,5,0,0,0,1,0,1,0,1,0,0,1,0,1
jerka.co.za,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,1
ewi.my.salesforce.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
bbva-comprobantedepago.tk,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1
sbe2group.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,1
drcorreamejoresimplantes.com,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
u1037725.cp.regruhosting.ru,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,1
betasus20.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
organi.com.au,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
stolizaparketa.ru,0,1,1,7,0,0,1,0,0,1,0,1,0,0,1,0,1
agroxford.com,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
puhjytdesc.com,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
cloudserver009964.home.pl,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1
taijishentie.com,0,0,1,2,1,0,0,0,0,1,0,1,0,0,1,0,1
advonationusa.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1
nationalautooutlet.icu,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
alsapan-epi.com,0,0,1,4,0,0,0,1,0,1,0,0,0,0,1,0,1
hedgecockdental-my.sharepoint.com,0,0,1,4,0,0,1,1,0,1,1,1,0,0,1,0,1
rmic.simply-winspace.it,0,0,1,7,0,0,0,1,0,0,0,1,0,0,1,0,1
mytanfarma.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1
arcromdiamonds.ro,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
southfreak.cc,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1
evernote.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1
onroads.co.in,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1
shophealthybits.com,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,1
serivcicepayout.com,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1
muggetlogin.oa.r.appspot.com,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,0,1,0,0,1,0,1,0,1
officialismsschwartze.net,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
planwise.co.za,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,1
brainsconsulting.ro,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1
mysp.ac,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
r67987yq.beget.tech,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
nextgenerationoceans.org,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1
original.clienteonline.digital,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
nectaribate.com.br,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1
alminarensemble.cl,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1
harrisonk12msus-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1
amazon.co.jp.lcmgo.com,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
leadershipauthoritypro.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
keepsolution.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1
159.203.115.201,1,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
hamt.jp,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0,1
suchenpkw.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1
bit.ly,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1
agri72.fr,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,1
oferamericanasweb.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
advonationusa.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1
theyellowsparrow.com,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
momos-ambachtelijkeijs.nl,0,0,1,4,0,0,0,1,0,1,1,1,0,0,1,0,1
optus.harbornews.us,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
sites.google.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
de-solutions.info,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1
chezlesdudu.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1
rebrand.ly,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
tny.sh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
myphonereviews.com,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1
art-sticker.fr,0,0,1,5,0,0,0,1,0,1,0,0,0,0,1,0,1
economyfurnace-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1
3review-paymentform3.co,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1
drcorreamejoresimplantes.com,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1
wwedvm.appspot.com,0,1,1,2,0,0,1,0,1,1,1,1,0,0,1,0,1
anaximhost.com,0,0,1,4,0,0,1,0,0,1,0,1,0,0,1,0,1
my.dara.cloud,0,0,0,2,1,0,0,0,0,0,0,1,1,1,1,1,1
decifra.com.br,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1
dropbox-com.dropbox.lilyskitchen.skyfencenet.com,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1
136529658150328413.weebly.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,0,1,0,0,1,0,1,0,1
translate.sogoucdn.com,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
recover-paypal.com,0,0,0,2,0,0,0,1,0,1,0,1,0,0,1,0,1
duluthwaterproofingmoldremoval.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,1
blufibras.com.br,0,1,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1
secured.suntrust.int-groups.com,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
flavahairdesign.co.za,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,1
ltaucard.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
acostamueble.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
forms.office.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1
